MEMBER ID,PICTURE,SEX,TITLE,FIRSTNAME,LASTNAME,MIDDLE NAME,FULLNAMES,ADDRESS,PROJECT,DATE OF BIRTH,SOCIAL STATUS,MONTHLY INCOME,CONTACT NO,WAIVER OF RIGHTS,STATUS,NOTES,DATE ENCODED,ENCODED BY,FB LINK,PAID,BENEFICIARY PROFILE,BIRTH CERTIFICATE,RESERVATION AGREEMENT,ID PICTURE,SINUMPAANG SALAYSAY,MARRIAGE CERTIFICATE,OCCUPATION,RELIGION,MEMBERSHIP FEE,PROCESSING FEE,YEARS TO PAY 1,Date Created,Created By,Date Updated,Updated By,Company Name,Office Address,FULLNAME,POSSIBLE_DUPLICATE
364,,,,Cassie,Chande,N,,"Purok 5, Brgy. 46, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Chande Cassie,False
365,,,,Edgar,Sara,G,,"Purok 7, Brgy. 53, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Sara Edgar,False
366,,,,Candace,Fernandez,P,,"Purok 9, Brgy. 47, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Fernandez Candace,False
367,,,,Jessie,Liu,R,,"Purok 10, Brgy. 47, , FEMALE",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Liu Jessie,False
368,,,,Bianca,Lin,T,,"Purok 1, Brgy. 47, ,",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Lin Bianca,False
369,,,,Kari,Alvarez,R,,"Purok 9, Brgy. 46, , MALE",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Alvarez Kari,False
370,,,,Ruben,Kapoor,N,,"Purok 7, Brgy. 49, , MALE",BANCASI,1983-01-17,Married,35000.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,False,True,SARI-SARI STORE,CATHOLIC,False,True,,,,2024-11-25,,,,Kapoor Ruben,False
371,,,,Curtis,Yang,G,,"Purok 1, Brgy. 46, , MALE",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Yang Curtis,False
372,,,,Meredith,Gutierrez,Q,,"Purok 5, Brgy. 52, , MALE",BANCASI,,,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Gutierrez Meredith,False
373,,,,Crystal,Wang,K,,"Purok 1, Brgy. 46, , MALE",BANCASI,,Married,0.0,,False,Active,,2024-06-28,Ricz Gasul,,False,True,True,True,True,True,True,,,False,True,,,,2024-11-25,,,,Wang Crystal,False
485,,,,Micheal,Blanco,J,,"Purok 6, Brgy. 50, ,",,,,0.0,,False,InActive,,2024-07-18,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Blanco Micheal,False
498,,,,Leslie,Moreno,X,,"Purok 10, Brgy. 47, , SEX",MASAO,1979-01-04,,14000.0,,False,InActive,,2024-07-31,Ricz Gasul,,False,True,True,True,True,False,True,,,False,False,,,,,,,,Moreno Leslie,False
499,,,,Alvin,Cai,I,,"Purok 4, Brgy. 51, , MALE",MASAO,,Married,0.0,,False,Active,,2024-07-31,Ricz Gasul,,False,True,True,True,True,True,True,,,True,True,,,,2024-11-25,,,,Cai Alvin,False
501,,,,Clinton,Carlson,M,,"Purok 10, Brgy. 53, , MALE",MASAO,1979-08-22,Married,52000.0,,True,,,2024-07-31,Ricz Gasul,,False,True,True,True,True,False,True,,,False,False,,,,,,,,Carlson Clinton,False
502,,,,April,Deng,T,,"Purok 3, Brgy. 53, , MALE",MASAO,,,0.0,,False,,,2024-07-31,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Deng April,False
504,,,,Alvin,Zeng,D,,"Purok 10, Brgy. 51, ,",MASAO,1977-05-23,Married,17000.0,,False,,,2024-07-31,Ricz Gasul,,False,True,True,True,False,False,False,,,False,False,,,,,,,,Zeng Alvin,False
505,,,,Evan,James,M,,"Purok 2, Brgy. 51, , MALE",MASAO,1963-11-15,Married,23000.0,,True,,,2024-08-01,Ricz Gasul,,False,True,True,True,True,False,True,AGRICULTURE,CATHOLIC,True,True,,,,,,,,James Evan,False
506,,,,Beth,Jim̩nez,C,,"Purok 9, Brgy. 49, , SEX",MASAO,2005-11-15,Single,10000.0,,True,,DAUTHER OF MRS.CARAZON L. SANTOS,2024-08-01,Ricz Gasul,,False,True,True,True,True,False,False,ONLINE SELLER,IGLESIA NI CRISTO,False,False,,,,,,,,Jim̩nez Beth,False
507,,,,Orlando,Suarez,T,,"Purok 11, Brgy. MEMBER ID, , SEX",MASAO,1974-06-27,Married,25000.0,,False,,,2024-08-01,Ricz Gasul,,False,True,False,False,True,True,True,FISHING BOAT ONWER,CATHOLIC,True,False,,,,,,,,Suarez Orlando,False
508,,,,Byron,Vazquez,M,,"Purok 9, Brgy. 49, , MALE",MASAO,1981-05-24,Single,20000.0,,True,,,2024-08-01,Ricz Gasul,,False,True,True,True,True,False,False,OFW,CATHOLIC,True,True,,,,,,,,Vazquez Byron,False
509,,,,Philip,Alvarez,G,,"Purok 12, Brgy. 47, , SEX",MASAO,1989-04-28,Married,20000.0,,True,Active,,2024-08-01,Ricz Gasul,,False,True,False,True,True,False,True,MAINTENANCE,CATHOLIC,False,False,,,,,,,,Alvarez Philip,False
510,,,,Ross,Jordan,U,,"Purok 10, Brgy. 49, PICTURE, MALE",MASAO,,Widow,0.0,,False,,,2024-08-01,Ricz Gasul,,False,False,False,False,True,False,True,,,True,True,,,,,,,,Jordan Ross,False
512,,,,Dana,Navarro,Q,,"Purok 12, Brgy. 45, , MALE",,,,0.0,,False,,,2024-08-01,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Navarro Dana,False
513,,,,Shaun,Carson,Y,,"Purok 8, Brgy. 52, , MALE",,,,0.0,,False,,,2024-08-01,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Carson Shaun,False
514,,,,Jan,Edwards,U,,"Purok 1, Brgy. 46, , MALE",,,,0.0,,False,,,2024-08-01,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Edwards Jan,False
515,,,,Samantha,Long,E,,"Purok 9, Brgy. 48, ,",,,,0.0,,False,,,2024-08-01,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Long Samantha,False
516,,,,Julia,Wright,X,,"Purok 4, Brgy. 46, PICTURE, SEX",,,,0.0,,False,,,2024-08-01,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Wright Julia,False
517,,,,Caroline,Russell,Z,,"Purok 9, Brgy. 48, ,",,,,0.0,,False,,,2024-08-01,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Russell Caroline,False
518,,,,Amanda,Rivera,C,,"Purok 5, Brgy. 45, , FEMALE",MASAO,,,0.0,,False,,,2024-08-01,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Rivera Amanda,False
519,,,,Melissa,Richardson,M,,"Purok 2, Brgy. 48, , MALE",MASAO,,,0.0,,False,,,2024-08-01,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Richardson Melissa,False
520,,,,Angela,Griffin,C,,"Purok 9, Brgy. 50, , MALE",MASAO,,,0.0,,False,,,2024-08-01,Ricz Gasul,,False,True,True,True,True,True,False,,,True,True,,,,,,,,Griffin Angela,False
530,,,,Larry,Townsend,B,,"Purok 1, Brgy. 49, , MALE",MASAO,,,0.0,,False,,,2024-08-01,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Townsend Larry,False
532,,,,Marcus,Harris,K,,"Purok 12, Brgy. 50, , FEMALE",MASAO,1980-03-21,Married,15000.0,,False,,,2024-08-01,Ricz Gasul,,False,True,True,True,True,False,False,"MASON, CARPENTER",CATHOLIC,False,False,,,,,,,,Harris Marcus,False
533,,,,Brianna,Morgan,V,,"Purok 3, Brgy. 46, , FEMALE",MASAO,,,0.0,,False,,,2024-08-01,Ricz Gasul,,False,True,False,False,False,False,False,,,False,False,,,,,,,,Morgan Brianna,False
534,,,,Jasmine,Taylor,C,,"Purok 4, Brgy. 53, PICTURE, MALE",MASAO,,,0.0,,False,,,2024-08-01,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Taylor Jasmine,False
535,,FEMALE,,Lauren,Davis,S,,"Purok 1, Brgy. MEMBER ID, , SEX",,,,0.0,,False,,,2024-08-02,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Davis Lauren,False
536,,,,Tanya,Moreno,R,,"Purok 3, Brgy. MEMBER ID, , SEX",BANCASI,,,0.0,,False,,,2024-08-05,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Moreno Tanya,False
537,,,,Javier,Alvarez,D,,"Purok 1, Brgy. 53, , MALE",MASAO,,,0.0,,False,,,2024-08-05,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Alvarez Javier,False
539,,,,Nicole,Ramirez,X,,"Purok 9, Brgy. 48, ,",MASAO,,,0.0,,False,,,2024-08-05,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Ramirez Nicole,False
540,,,,Eduardo,Patterson,R,,"Purok 8, Brgy. 52, , MALE",MASAO,1965-12-12,Widow,17000.0,,False,,,2024-08-06,Ricz Gasul,,False,True,True,True,True,False,False,MUNICIPAL,CATHOLIC,True,False,,,,,,,,Patterson Eduardo,False
541,,,,Jonathan,Henderson,Z,,"Purok 5, Brgy. 47, , MALE",MASAO,1972-10-27,Single,0.0,,False,,,2024-08-06,Ricz Gasul,,False,True,True,True,True,True,False,TRICYCLE DRIVER,CATHOLIC,False,False,,,,,,,,Henderson Jonathan,False
542,,,,Edward,Hernandez,U,,"Purok 7, Brgy. 45, , MALE",MASAO,,,0.0,,False,,,2024-08-06,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Hernandez Edward,False
543,,,,Jasmine,Coleman,Z,,"Purok 6, Brgy. 48, , MALE",MASAO,,,0.0,,False,,,2024-08-06,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Coleman Jasmine,False
544,,,,Karla,Goel,E,,"Purok 9, Brgy. MEMBER ID, ,",MASAO,1980-04-27,Married,11000.0,,False,,,2024-08-06,Ricz Gasul,,False,True,True,True,True,False,True,FACTORY WORKER,CATHOLIC,False,False,,,,,,,,Goel Karla,False
547,,,,Ernest,Wu,G,,"Purok 5, Brgy. 51, , FEMALE",MASAO,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,2024-11-13,,,"MARIAH P. BUILDING, NATIONAL ROAD, BRGY. CAPITANGAN, ABUCAY, BATAAN",Wu Ernest,False
548,,,,Ross,Vazquez,D,,"Purok 2, Brgy. 52, , FEMALE",BANCASI,1969-07-28,Married,20000.0,,False,,,2024-08-08,Ricz Gasul,,False,True,False,True,True,False,True,AULOGID THE BALINGIT,JW,True,False,,,,,,,,Vazquez Ross,False
549,,,,Theodore,Gill,D,,"Purok 2, Brgy. 45, , SEX",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Gill Theodore,False
550,,,,Russell,Shen,S,,"Purok 5, Brgy. 45, , SEX",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Shen Russell,False
551,,,,Melinda,Gill,L,,"Purok 10, Brgy. 50, , MALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Gill Melinda,False
552,,,,James,Williams,P,,"Purok 7, Brgy. 46, , FEMALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Williams James,False
553,,,,Angela,James,J,,"Purok 10, Brgy. MEMBER ID, , MALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,James Angela,False
554,,,,Megan,Walker,F,,"Purok 2, Brgy. 45, , MALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Walker Megan,False
555,,,,Hunter,Robinson,R,,"Purok 3, Brgy. 48, , FEMALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Robinson Hunter,False
556,,,,Maria,Roberts,U,,"Purok 11, Brgy. 50, , MALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Roberts Maria,False
557,,,,Hannah,Long,K,,"Purok 5, Brgy. 47, , FEMALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Long Hannah,False
561,,,,Jason,Wright,X,,"Purok 8, Brgy. 53, , MALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Wright Jason,False
562,,,,Brianna,Hughes,E,,"Purok 5, Brgy. 48, , MALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Hughes Brianna,False
563,,,,Maurice,Tang,I,,"Purok 7, Brgy. 49, PICTURE, MALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,,,False,True,,,,2024-11-25,,,,Tang Maurice,False
564,,,,Emily,Wood,B,,"Purok 3, Brgy. 46, PICTURE, FEMALE",BANCASI,1982-04-28,Married,30000.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,OFW,CATHOLIC,False,False,,,,2024-11-25,,,,Wood Emily,False
565,,,,Chase,Cox,Z,,"Purok 9, Brgy. 46, , MALE",BANCASI,,Married,0.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,,,False,False,,,,2024-11-25,,,,Cox Chase,False
566,,,,Gabriel,Wang,I,,"Purok 3, Brgy. MEMBER ID, , SEX",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Wang Gabriel,False
567,,,,Devin,Brooks,Z,,"Purok 5, Brgy. 50, ,",BANCASI,,Married,0.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,,,False,False,,,,2024-11-25,,,,Brooks Devin,False
568,,,,Jocelyn,Alexander,R,,"Purok 6, Brgy. 50, ,",BANCASI,1982-06-17,Single,20000.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,False,FACTORY WORKER,CATHOLIC,True,True,,,,2024-11-25,,,,Alexander Jocelyn,False
569,,,,Ashley,Martinez,D,,"Purok 12, Brgy. 52, , MALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Martinez Ashley,False
570,,,,Jasmine,Barnes,O,,"Purok 5, Brgy. 51, , SEX",BANCASI,,Married,0.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,,,False,True,,,,2024-11-25,,,,Barnes Jasmine,False
571,,,,David,Rodriguez,H,,"Purok 12, Brgy. 49, , SEX",BANCASI,,,0.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,,,False,True,,,,2024-11-25,,,"MARIAH P. BUILDING, NATIONAL ROAD, BRGY. CAPITANGAN, ABUCAY, BATAAN",Rodriguez David,False
572,,,,Bryce,Richardson,H,,"Purok 1, Brgy. 49, PICTURE, MALE",BANCASI,,Married,0.0,,False,,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,,,False,False,,,,2024-11-25,,,,Richardson Bryce,False
573,,,,Carol,Howard,P,,"Purok 11, Brgy. 47, ,",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,,,False,True,,,,2024-11-25,,,,Howard Carol,False
574,,,,Jonathan,Hill,Q,,"Purok 5, Brgy. 52, , MALE",BANCASI,,Married,0.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,,,False,True,,,,2024-11-25,,,,Hill Jonathan,False
575,,,,Gabrielle,Adams,B,,"Purok 12, Brgy. 48, ,",BANCASI,,Married,0.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,,,False,True,,,,2024-11-25,,,,Adams Gabrielle,False
577,,,,Sarah,Thomas,H,,"Purok 11, Brgy. 53, , SEX",BANCASI,1988-12-16,Single,0.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,False,,CATHOLIC,False,True,,,,2024-11-25,,,,Thomas Sarah,False
578,,,,Nicholas,Robinson,T,,"Purok 10, Brgy. 46, , SEX",BANCASI,,Married,0.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,,,False,False,,,,2024-11-25,,,,Robinson Nicholas,False
579,,,,Luis,Wang,U,,"Purok 9, Brgy. 47, ,",BANCASI,1995-09-30,Single,0.0,,False,Active,,2024-08-08,Ricz Gasul,,False,False,True,False,True,False,True,,,False,False,,,,2024-11-25,,,,Wang Luis,False
580,,,,Mason,Roberts,F,,"Purok 9, Brgy. 47, , FEMALE",BANCASI,,Single,0.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,False,,,False,True,,,,2024-11-25,,,,Roberts Mason,False
581,,,,Jose,Flores,Y,,"Purok 5, Brgy. MEMBER ID, , FEMALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,False,,,True,False,,,,2024-11-25,,,,Flores Jose,False
582,,,,Nathan,Johnson,C,,"Purok 2, Brgy. 52, ,",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Johnson Nathan,False
583,,,,Molly,Rodriguez,J,,"Purok 11, Brgy. 48, , MALE",BANCASI,,Single,0.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,False,,,False,True,,,,2024-11-25,,,,Rodriguez Molly,False
584,,,,April,Anand,A,,"Purok 4, Brgy. MEMBER ID, , FEMALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Anand April,False
585,,,,Devin,Martin,W,,"Purok 8, Brgy. MEMBER ID, , SEX",BANCASI,,Married,0.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,,,False,False,,,,2024-11-25,,,,Martin Devin,False
586,,,,Stephanie,Torres,C,,"Purok 3, Brgy. 53, , MALE",MASAO,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,False,,,False,False,,,,,,,,Torres Stephanie,False
587,,,,Jasmine,Lee,U,,"Purok 9, Brgy. 51, ,",BANCASI,,,,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,2024-11-13,,,"MARIAH P. BUILDING, NATIONAL ROAD, BRGY. CAPITANGAN, ABUCAY, BATAAN",Lee Jasmine,False
588,,,,Meghan,Hernandez,Z,,"Purok 7, Brgy. 50, ,",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Hernandez Meghan,False
590,,,,Ashley,Henderson,Z,,"Purok 1, Brgy. 47, ,",BANCASI,1983-08-07,Married,20000.0,,False,,,2024-08-08,Ricz Gasul,,False,True,False,True,True,False,True,VENDOR,,False,False,,,,,,,,Henderson Ashley,False
591,,,,Sarah,Price,Z,,"Purok 3, Brgy. MEMBER ID, , FEMALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,,,False,True,,,,2024-11-22,,,,Price Sarah,False
592,,,,Jennifer,Cooper,P,,"Purok 7, Brgy. 47, , MALE",BANCASI,,Married,0.0,,False,Active,,2024-08-08,Ricz Gasul,,False,True,True,True,True,True,True,,,False,True,,,,2024-11-25,,,,Cooper Jennifer,False
594,,,,Catherine,Morris,G,,"Purok 6, Brgy. 48, , MALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Morris Catherine,False
595,,,,Lawrence,Blanco,C,,"Purok 1, Brgy. 53, , FEMALE",BANCASI,1970-07-12,Married,25000.0,,False,,,2024-08-08,Ricz Gasul,,False,True,True,True,True,False,True,DRIVER,BORN AGAIN CHRISTIAN,False,False,,,,,,,,Blanco Lawrence,False
596,,,,Carson,Bryant,D,,"Purok 2, Brgy. 49, , FEMALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Bryant Carson,False
597,,,,Kristi,Perez,B,,"Purok 9, Brgy. 49, , FEMALE",BANCASI,1972-11-15,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,True,False,False,,,False,False,,,,,,,,Perez Kristi,False
1471,,,,James,Brown,N,,"Purok 10, Brgy. 47, PICTURE, MALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Brown James,False
1472,,,,Ian,Gray,M,,"Purok 2, Brgy. 46, ,",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Gray Ian,False
1473,,,,Jacqueline,Price,U,,"Purok 7, Brgy. MEMBER ID, , MALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Price Jacqueline,False
1474,,,,Megan,Henderson,N,,"Purok 6, Brgy. MEMBER ID, , SEX",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Henderson Megan,False
1475,,,,Alfredo,Romero,X,,"Purok 5, Brgy. 47, , MALE",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,True,False,False,False,False,False,False,,,False,False,,,,,,,,Romero Alfredo,False
1476,,,,Andrea,Morris,J,,"Purok 6, Brgy. 46, ,",BANCASI,,,0.0,,False,,,2024-08-08,Ricz Gasul,,True,False,False,False,False,False,False,,,False,False,,,,,,,,Morris Andrea,False
1478,,,,Brooke,Sanders,A,,"Purok 4, Brgy. 52, , SEX",MASAO,,,0.0,,False,,,2024-08-08,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Sanders Brooke,False
1480,,,,Jacqueline,Bennett,B,,"Purok 3, Brgy. 53, , SEX",MASAO,1994-09-22,,0.0,,False,,"UNCERTAIN, NO CONTRACT, WALA SA MARTERLIST",2024-08-12,Ricz Gasul,,False,False,True,False,True,False,False,,,True,True,,,,,,,,Bennett Jacqueline,False
1658,,,,Jason,Griffin,O,,"Purok 2, Brgy. 53, ,",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Griffin Jason,False
1659,,,,Amanda,Foster,N,,"Purok 12, Brgy. 51, , FEMALE",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,2024-11-18,,,,Foster Amanda,False
1660,,,,Alexia,Price,J,,"Purok 9, Brgy. 50, , SEX",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Price Alexia,False
1661,,,,Luis,Diaz,Q,,"Purok 9, Brgy. 45, PICTURE, FEMALE",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Diaz Luis,False
1662,,,,Destiny,Rivera,P,,"Purok 11, Brgy. 50, , FEMALE",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Rivera Destiny,False
1663,,,,Abby,Fernandez,H,,"Purok 11, Brgy. 53, , SEX",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,"MARIAH P. BUILDING, NATIONAL ROAD, BRGY. CAPITANGAN, ABUCAY, BATAAN",Fernandez Abby,False
1664,,,,Blake,Flores,A,,"Purok 1, Brgy. 49, , MALE",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Flores Blake,False
1665,,,,Danielle,Cox,K,,"Purok 11, Brgy. 45, , MALE",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Cox Danielle,False
1666,,,,Maria,Reed,G,,"Purok 1, Brgy. 53, ,",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Reed Maria,False
1667,,,,Allison,Evans,J,,"Purok 5, Brgy. 47, ,",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Evans Allison,False
1668,,,,Edward,Wood,S,,"Purok 1, Brgy. 47, , SEX",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,2024-11-14,,,,Wood Edward,False
1669,,,,Samantha,Russell,C,,"Purok 7, Brgy. MEMBER ID, , MALE",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Russell Samantha,False
1671,,,,Chloe,Campbell,B,,"Purok 3, Brgy. 52, , FEMALE",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Campbell Chloe,False
1672,,,,Stephanie,Murphy,R,,"Purok 11, Brgy. 46, ,",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Murphy Stephanie,False
1673,,,,Charles,Miller,R,,"Purok 9, Brgy. 49, ,",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Miller Charles,False
1674,,,,Ana,Perry,F,,"Purok 1, Brgy. 46, , FEMALE",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Perry Ana,False
1675,,,,Jasmine,Torres,Z,,"Purok 5, Brgy. 47, , MALE",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Torres Jasmine,False
1676,,,,Natalie,Adams,T,,"Purok 5, Brgy. 45, , MALE",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Adams Natalie,False
1677,,,,Olivia,Brown,O,,"Purok 10, Brgy. 49, ,",RIZAL,,,0.0,,False,,,2024-08-12,Ricz Gasul,,False,False,False,False,False,False,False,,,False,False,,,,,,,,Brown Olivia,False
