MEMBER ID,PICTURE,SEX,Mr Mrs,FIRSTNAME,LASTNAME,MIDDLE NAME,FULLNAMES,ADDRESS,PROJECT,DATE OF BIRTH,SOCIAL STATUS,MONTHLY INCOME,CONTACT NO,WAIVER OF RIGHTS,STATUS,NOTES,DATE ENCODED,ENCODED BY,FB LINK,PAID,BENEFICIARY PROFILE,BIRTH CERTIFICATE,REVERVATION AGREEMENT,ID PICTURE,SINUMPAANG SALAYSAY,MARRIAGE CERTIFICATE,OCCUPATION,RELIGION,MEMBERSHIP FEE,PROCESSING FEE,YEARS TO PAY 1,Date Creted,Creadted by,Date Updated,Updated By,Company Name,Office Address
347,,,,Tamara, Liang,O,,"Purok 11, Brgy. 52, , MALE",BANCASI,28/05/1974,Married,0,9243617633,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DETAL TECH,IGLESIA NI CRISTO,FALSE,TRUE,,,,25/11/2024,lency,,
348,,,,Hunter,Davis,U,,"Purok 6, Brgy. 52, , FEMALE",BANCASI,,N/A,0,9620810239,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
349,,,,Abigail,Price,G,,"Purok 1, Brgy. 50, , MALE",BANCASI,16/10/1979,Married,30000,9478959306,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FARMER,CATHOLIC,FALSE,TRUE,,,,25/11/2024,lency,,
350,,,,Trevor,Bryant,K,,"Purok 3, Brgy. 48, , SEX",BANCASI,,N/A,0,9129464094,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,TRUE,,,,25/11/2024,lency,,
351,,,,Dalton,Perez,K,,"Purok 6, Brgy. 49, , FEMALE",BANCASI,,N/A,0,9866795112,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
352,,,,Cheryl,Diaz,T,,"Purok 9, Brgy. 52, , ",BANCASI,,N/A,0,9408021498,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,,,,,,
354,,,,Aimee,He,E,,"Purok 11, Brgy. MEMBER ID, , ",BANCASI,,N/A,0,9224376613,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
355,,,,Cedric,Ma,W,,"Purok 2, Brgy. 46, , ",BANCASI,,N/A,0,9638294448,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
356,,,,Chad,Kumar,X,,"Purok 12, Brgy. 46, , FEMALE",BANCASI,10/02/1969,Married,0,9979612686,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,CATHOLIC,TRUE,TRUE,,,,25/11/2024,lency,,
357,,,,Andrés,Anand,P,,"Purok 5, Brgy. 46, , SEX",BANCASI,,N/A,0,9598614255,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,FALSE,TRUE,,,,25/11/2024,lency,,
358,,,,Edwin,Nara,T,,"Purok 9, Brgy. 51, , MALE",BANCASI,,N/A,0,9716064830,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
359,,,,Mallory,Rubio,V,,"Purok 5, Brgy. 46, , MALE",BANCASI,26/11/1978,Single,1,9565426116,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,13000,CATHOLIC,FALSE,TRUE,,,,25/11/2024,lency,,
360,,,,Adam,Ross,B,,"Purok 9, Brgy. 53, , SEX",BANCASI,29/04/1975,Married,40000,9705281989,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,SELF EMPLOYEE,CATHOLIC,FALSE,FALSE,,,,,,,
361,,,,Latasha,Navarro,L,,"Purok 7, Brgy. 51, , FEMALE",BANCASI,,N/A,0,9213246517,FALSE,InActive,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
362,,,,Abby,Sai,K,,"Purok 2, Brgy. 48, , ",BANCASI,,Married,0,9682685342,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,TRUE,,,,25/11/2024,lency,,
363,,,,Julia,Nelson,P,,"Purok 5, Brgy. 45, , FEMALE",BANCASI,,N/A,0,9350220905,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
364,,,,Cassie,Chande,N,,"Purok 5, Brgy. 46, , ",BANCASI,,N/A,0,9117810243,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
365,,,,Edgar,Sara,G,,"Purok 7, Brgy. 53, , ",BANCASI,,N/A,0,9504752681,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
366,,,,Candace,Fernandez,P,,"Purok 9, Brgy. 47, , ",BANCASI,,N/A,0,9264081820,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
367,,,,Jessie,Liu,R,,"Purok 10, Brgy. 47, , FEMALE",BANCASI,,N/A,0,9469496645,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
368,,,,Bianca,Lin,T,,"Purok 1, Brgy. 47, , ",BANCASI,,N/A,0,9897359545,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
369,,,,Kari,Alvarez,R,,"Purok 9, Brgy. 46, , MALE",BANCASI,,N/A,0,9628126030,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
370,,,, Ruben ,Kapoor ,N,,"Purok 7, Brgy. 49, , MALE",BANCASI,17/01/1983,Married,35000,9214098398,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SARI-SARI STORE,CATHOLIC,FALSE,TRUE,,,,25/11/2024,lency,,
371,,,,Curtis,Yang,G,,"Purok 1, Brgy. 46, , MALE",BANCASI,,N/A,0,9584934199,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
372,,,,Meredith,Gutierrez,Q,,"Purok 5, Brgy. 52, , MALE",BANCASI,,N/A,0,9807626188,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
373,,,,Crystal,Wang,K,,"Purok 1, Brgy. 46, , MALE",BANCASI,,Married,0,9288855592,FALSE,Active,,28/06/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,TRUE,,,,25/11/2024,lency,,
485,,,,Micheal,Blanco,J,,"Purok 6, Brgy. 50, , ",None,,,0,9389817651,FALSE,InActive,,18/07/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
498,,,,Leslie,Moreno,X,,"Purok 10, Brgy. 47, , SEX",MASAO,04/01/1979,,14000,9732041146,FALSE,InActive,,31/07/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,FALSE,FALSE,,,,,,,
499,,,,Alvin,Cai,I,,"Purok 4, Brgy. 51, , MALE",MASAO,,Married,0,9981560197,FALSE,Active,,31/07/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,25/11/2024,lency,,
501,,,,Clinton,Carlson,M,,"Purok 10, Brgy. 53, , MALE",MASAO,22/08/1979,Married,52000,9165075454,TRUE,,,31/07/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,FALSE,FALSE,,,,,,,
502,,,,April,Deng,T,,"Purok 3, Brgy. 53, , MALE",MASAO,,,0,9923062495,FALSE,,,31/07/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
504,,,,Alvin,Zeng,D,,"Purok 10, Brgy. 51, , ",MASAO,23/05/1977,Married,17000,9268978719,FALSE,,,31/07/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
505,,,,Evan,James,M,,"Purok 2, Brgy. 51, , MALE",MASAO,15/11/1963,Married,23000,9118737880,TRUE,,,01/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,AGRICULTURE,CATHOLIC,TRUE,TRUE,,,,,,,
506,,,,Beth,Jiménez,C,,"Purok 9, Brgy. 49, , SEX",MASAO,15/11/2005,Single,10000,9959177266,TRUE,,DAUTHER OF MRS.CARAZON L. SANTOS,01/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,ONLINE SELLER,IGLESIA NI CRISTO,FALSE,FALSE,,,,,,,
507,,,,Orlando,Suarez,T,,"Purok 11, Brgy. MEMBER ID, , SEX",MASAO,27/06/1974,Married,25000,9740403041,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FISHING BOAT ONWER,CATHOLIC,TRUE,FALSE,,,,,,,
508,,,,Byron,Vazquez,M,,"Purok 9, Brgy. 49, , MALE",MASAO,24/05/1981,Single,20000,9197087402,TRUE,,,01/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,OFW,CATHOLIC,TRUE,TRUE,,,,,,,
509,,,,Philip,Alvarez,G,,"Purok 12, Brgy. 47, , SEX",MASAO,28/04/1989,Married,20000,9552930204,TRUE,Active,,01/08/2024,Ricz Gasul,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,MAINTENANCE,CATHOLIC,FALSE,FALSE,,,,,,,
510,,,,Ross,Jordan,U,,"Purok 10, Brgy. 49, PICTURE, MALE",MASAO,,Widow,0,9194969073,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,TRUE,TRUE,,,,,,BETTER LIVING URBAN SERVICES FOUNDATION INC.,
512,,,,Dana,Navarro,Q,,"Purok 12, Brgy. 45, , MALE",None,,,0,9522367970,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
513,,,,Shaun,Carson,Y,,"Purok 8, Brgy. 52, , MALE",None,,,0,9834248339,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
514,,,,Jan,Edwards,U,,"Purok 1, Brgy. 46, , MALE",None,,,0,9585652818,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
515,,,,Samantha,Long,E,,"Purok 9, Brgy. 48, , ",None,,,0,9707181885,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
516,,,,Julia,Wright,X,,"Purok 4, Brgy. 46, PICTURE, SEX",None,,,0,9905704890,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
517,,,,Caroline,Russell,Z,,"Purok 9, Brgy. 48, , ",None,,,0,9385778342,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
518,,,,Amanda,Rivera,C,,"Purok 5, Brgy. 45, , FEMALE",MASAO,,,0,9800814262,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
519,,,,Melissa,Richardson,M,,"Purok 2, Brgy. 48, , MALE",MASAO,,,0,9566860311,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
520,,,,Angela,Griffin,C,,"Purok 9, Brgy. 50, , MALE",MASAO,,,0,9891307932,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,TRUE,TRUE,,,,,,,
530,,,,Larry,Townsend,B,,"Purok 1, Brgy. 49, , MALE",MASAO,,,0,9859494105,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
532,,,,Marcus,Harris,K,,"Purok 12, Brgy. 50, , FEMALE",MASAO,21/03/1980,Married,15000,9195699664,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"MASON, CARPENTER",CATHOLIC,FALSE,FALSE,,,,,,,
533,,,,Brianna,Morgan,V,,"Purok 3, Brgy. 46, , FEMALE",MASAO,,,0,9826028740,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
534,,,,Jasmine,Taylor,C,,"Purok 4, Brgy. 53, PICTURE, MALE",MASAO,,,0,9165718616,FALSE,,,01/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
535,,FEMALE,,Lauren,Davis,S,,"Purok 1, Brgy. MEMBER ID, , SEX",,,,0,9852741244,FALSE,,,02/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
536,,,,Tanya,Moreno,R,,"Purok 3, Brgy. MEMBER ID, , SEX",BANCASI,,,0,9735748498,FALSE,,,05/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
537,,,, Javier ,Alvarez,D,,"Purok 1, Brgy. 53, , MALE",MASAO,,,0,9307660657,FALSE,,,05/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
539,,,, Nicole,Ramirez,X,,"Purok 9, Brgy. 48, , ",MASAO,,,0,9789237448,FALSE,,,05/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
540,,,,Eduardo,Patterson,R,,"Purok 8, Brgy. 52, , MALE",MASAO,12/12/1965,Widow,17000,9407766959,FALSE,,,06/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MUNICIPAL,CATHOLIC,TRUE,FALSE,,,,,,,
541,,,,Jonathan,Henderson,Z,,"Purok 5, Brgy. 47, , MALE",MASAO,27/10/1972,Single,0,9776875578,FALSE,,,06/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRICYCLE DRIVER,CATHOLIC,FALSE,FALSE,,,,,,,
542,,,,Edward,Hernandez,U,,"Purok 7, Brgy. 45, , MALE",MASAO,,,0,9326132962,FALSE,,,06/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
543,,,,Jasmine,Coleman,Z,,"Purok 6, Brgy. 48, , MALE",MASAO,,,0,9273360754,FALSE,,,06/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
544,,,,Karla,Goel,E,,"Purok 9, Brgy. MEMBER ID, , ",MASAO,27/04/1980,Married,11000,9600396713,FALSE,,,06/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FACTORY WORKER,CATHOLIC,FALSE,FALSE,,,,,,,
547,,,,Ernest,Wu,G,,"Purok 5, Brgy. 51, , FEMALE",MASAO,,,0,9730019997,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,13/11/2024,Michael,BETTER LIVING URBAN SERVICES FOUNDATION INC.,"MARIAH P. BUILDING, NATIONAL ROAD, BRGY. CAPITANGAN, ABUCAY, BATAAN"
548,,,,Ross,Vazquez,D,,"Purok 2, Brgy. 52, , FEMALE",BANCASI,28/07/1969,Married,20000,9635645450,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,AULOGID THE BALINGIT,JW,TRUE,FALSE,,,,,,,
549,,,,Theodore,Gill,D,,"Purok 2, Brgy. 45, , SEX",BANCASI,,,0,9613100736,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
550,,,,Russell,Shen,S,,"Purok 5, Brgy. 45, , SEX",BANCASI,,,0,9232479316,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
551,,,,Melinda,Gill,L,,"Purok 10, Brgy. 50, , MALE",BANCASI,,,0,9773992953,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
552,,,,James,Williams,P,,"Purok 7, Brgy. 46, , FEMALE",BANCASI,,,0,9807019902,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
553,,,,Angela,James,J,,"Purok 10, Brgy. MEMBER ID, , MALE",BANCASI,,,0,9393880987,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
554,,,,Megan,Walker,F,,"Purok 2, Brgy. 45, , MALE",BANCASI,,,0,9118848753,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
555,,,,Hunter,Robinson,R,,"Purok 3, Brgy. 48, , FEMALE",BANCASI,,,0,9336517774,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
556,,,,Maria,Roberts,U,,"Purok 11, Brgy. 50, , MALE",BANCASI,,,0,9247837699,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
557,,,,Hannah,Long,K,,"Purok 5, Brgy. 47, , FEMALE",BANCASI,,,0,9373264592,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
561,,,,Jason,Wright,X,,"Purok 8, Brgy. 53, , MALE",BANCASI,,,0,9810128603,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
562,,,,Brianna,Hughes,E,,"Purok 5, Brgy. 48, , MALE",BANCASI,,,0,9569835668,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
563,,,,Maurice,Tang,I,,"Purok 7, Brgy. 49, PICTURE, MALE",BANCASI,,,0,9541501826,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,TRUE,,,,25/11/2024,lency,,
564,,,,Emily,Wood,B,,"Purok 3, Brgy. 46, PICTURE, FEMALE",BANCASI,28/04/1982,Married,30000,9293291306,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,OFW,CATHOLIC,FALSE,FALSE,,,,25/11/2024,lency,,
565,,,,Chase,Cox,Z,,"Purok 9, Brgy. 46, , MALE",BANCASI,,Married,0,9637079478,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,,,,25/11/2024,lency,,
566,,,,Gabriel,Wang,I,,"Purok 3, Brgy. MEMBER ID, , SEX",BANCASI,,,0,9635602526,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
567,,,,Devin,Brooks,Z,,"Purok 5, Brgy. 50, , ",BANCASI,,Married,0,9841272263,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,,,,25/11/2024,lency,,
568,,,,Jocelyn,Alexander,R,,"Purok 6, Brgy. 50, , ",BANCASI,17/06/1982,Single,20000,9812881084,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FACTORY WORKER,CATHOLIC,TRUE,TRUE,,,,25/11/2024,lency,,
569,,,,Ashley,Martinez,D,,"Purok 12, Brgy. 52, , MALE",BANCASI,,,0,9225512323,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
570,,,,Jasmine, Barnes,O,,"Purok 5, Brgy. 51, , SEX",BANCASI,,Married,0,9411719895,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,TRUE,,,,25/11/2024,lency,,
571,,,,David, Rodriguez,H,,"Purok 12, Brgy. 49, , SEX",BANCASI,,,0,9314570093,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,TRUE,,,,25/11/2024,lency,BETTER LIVING URBAN SERVICES FOUNDATION INC.,"MARIAH P. BUILDING, NATIONAL ROAD, BRGY. CAPITANGAN, ABUCAY, BATAAN"
572,,,,Bryce,Richardson,H,,"Purok 1, Brgy. 49, PICTURE, MALE",BANCASI,,Married,0,9216884661,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,,,,25/11/2024,lency,,
573,,,,Carol, Howard,P,,"Purok 11, Brgy. 47, , ",BANCASI,,,0,9360879635,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,TRUE,,,,25/11/2024,lency,,
574,,,,Jonathan,Hill,Q,,"Purok 5, Brgy. 52, , MALE",BANCASI,,Married,0,9440266098,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,TRUE,,,,25/11/2024,lency,,
575,,,,Gabrielle,Adams,B,,"Purok 12, Brgy. 48, , ",BANCASI,,Married,0,9163342911,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,TRUE,,,,25/11/2024,lency,,
577,,,,Sarah,Thomas,H,,"Purok 11, Brgy. 53, , SEX",BANCASI,16/12/1988,Single,0,9613478369,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,CATHOLIC,FALSE,TRUE,,,,25/11/2024,lency,,
578,,,,Nicholas,Robinson,T,,"Purok 10, Brgy. 46, , SEX",BANCASI,,Married,0,9876491915,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,,,,25/11/2024,lency,,
579,,,,Luis,Wang,U,,"Purok 9, Brgy. 47, , ",BANCASI,30/09/1995,Single,0,9517399536,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,,FALSE,FALSE,,,,25/11/2024,lency,,
580,,,,Mason,Roberts,F,,"Purok 9, Brgy. 47, , FEMALE",BANCASI,,Single,0,9732384934,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,FALSE,TRUE,,,,25/11/2024,lency,,
581,,,,Jose,Flores,Y,,"Purok 5, Brgy. MEMBER ID, , FEMALE",BANCASI,,,0,9609089846,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,TRUE,FALSE,,,,25/11/2024,lency,,
582,,,,Nathan,Johnson,C,,"Purok 2, Brgy. 52, , ",BANCASI,,,0,9636370990,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
583,,,,Molly,Rodriguez,J,,"Purok 11, Brgy. 48, , MALE",BANCASI,,Single,0,9246740740,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,FALSE,TRUE,,,,25/11/2024,lency,,
584,,,,April,Anand,A,,"Purok 4, Brgy. MEMBER ID, , FEMALE",BANCASI,,,0,9146327296,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,,,
585,,,,Devin,Martin,W,,"Purok 8, Brgy. MEMBER ID, , SEX",BANCASI,,Married,0,9389103405,FALSE,Active,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,,,,25/11/2024,lency,,
586,,,,Stephanie,Torres,C,,"Purok 3, Brgy. 53, , MALE",MASAO,,,0,9112294650,FALSE,,,08/08/2024,Ricz Gasul,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,FALSE,FALSE,,,,,,,
